id,name,campaign_id,status,targeting,optimization_goal,billing_event,bid_amount,budget_remaining,attribution_spec,start_time,countries,age_min,age_max,genders,custom_audiences,excluded_custom_audiences,daily_budget,lifetime_budget
23849116035100177,Auto - TOF - US + UK  #Stack,23849116035040177,PAUSED,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'flexible_spec': [{'interests': [{'id': '6002891255222', 'name': 'Modern art'}, {'id': '6002989694968', 'name': 'Visual arts'}, {'id': '6003011521797', 'name': 'Contemporary art'}, {'id': '6003138984339', 'name': 'Art glass'}, {'id': '6003289482743', 'name': 'Glass'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,,0,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-10-03T08:26:16-0400,"['US', 'GB']",25,65,[],[],[],,
23849115788270177,Auto - TOF - US + UK  #Stack - ON,23849115788210177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'flexible_spec': [{'interests': [{'id': '6002891255222', 'name': 'Modern art'}, {'id': '6002989694968', 'name': 'Visual arts'}, {'id': '6003011521797', 'name': 'Contemporary art'}, {'id': '6003138984339', 'name': 'Art glass'}, {'id': '6003289482743', 'name': 'Glass'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,7000.0,0,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}]",2021-10-03T07:07:58-0400,"['US', 'GB']",25,65,[],[],[],,
23849115788240177,Auto - TOF - US + UK  #Stack,23849115788210177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'flexible_spec': [{'interests': [{'id': '6002891255222', 'name': 'Modern art'}, {'id': '6002989694968', 'name': 'Visual arts'}, {'id': '6003011521797', 'name': 'Contemporary art'}, {'id': '6003138984339', 'name': 'Art glass'}, {'id': '6003289482743', 'name': 'Glass'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,7000.0,0,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}]",2021-10-03T07:07:54-0400,"['US', 'GB']",25,65,[],[],[],,
23849115788200177,Auto - TOF - UK US - BROAD,23849115788210177,PAUSED,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,7000.0,0,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}]",2021-10-03T07:07:54-0400,"['US', 'GB']",25,65,[],[],[],,
23849114955480177,Auto - TOF - US + UK  #Stack - ON,23848956459710177,PAUSED,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'flexible_spec': [{'interests': [{'id': '6002891255222', 'name': 'Modern art'}, {'id': '6002989694968', 'name': 'Visual arts'}, {'id': '6003011521797', 'name': 'Contemporary art'}, {'id': '6003138984339', 'name': 'Art glass'}, {'id': '6003289482743', 'name': 'Glass'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'expansion_all', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,,4500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-10-03T02:22:11-0400,"['US', 'GB']",25,65,[],[],[],4500,0
23849101256010177,UK - FBIG - Broad,23849101246740177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'genders': [0], 'geo_locations': {'countries': ['GB'], 'location_types': ['home', 'recent']}, 'targeting_optimization': 'expansion_all', 'publisher_platforms': ['facebook', 'instagram'], 'facebook_positions': ['feed'], 'instagram_positions': ['stream'], 'device_platforms': ['mobile', 'desktop']}",OFFSITE_CONVERSIONS,IMPRESSIONS,3500.0,2000,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}]",2021-10-01T03:26:14-0400,['GB'],25,65,[0],[],[],2000,0
23849101246780177,US - FBIG - Broad,23849101246740177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'genders': [0], 'geo_locations': {'countries': ['US'], 'location_types': ['home', 'recent']}, 'targeting_optimization': 'expansion_all', 'publisher_platforms': ['facebook', 'instagram'], 'facebook_positions': ['feed'], 'instagram_positions': ['stream'], 'device_platforms': ['mobile', 'desktop']}",OFFSITE_CONVERSIONS,IMPRESSIONS,3500.0,2000,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}]",2021-10-01T03:26:14-0400,['US'],25,65,[0],[],[],2000,0
23849097216160177,Auto - TOF - US + UK  #Stack,23848956459710177,PAUSED,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'flexible_spec': [{'interests': [{'id': '6002891255222', 'name': 'Modern art'}, {'id': '6002989694968', 'name': 'Visual arts'}, {'id': '6003011521797', 'name': 'Contemporary art'}, {'id': '6003138984339', 'name': 'Art glass'}, {'id': '6003289482743', 'name': 'Glass'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,,4500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-30T13:56:34-0400,"['US', 'GB']",25,65,[],[],[],4500,0
23849063287310177,Auto - TOF - UK US - BROAD,23849063287320177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,,4500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-27T02:00:16-0400,"['US', 'GB']",25,65,[],[],[],4500,0
23849036719540177,Auto - ATC 14 - 60D,23849036570460177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'product_audience_specs': [{'product_set_id': '1408539919529180', 'inclusions': [{'retention_seconds': '5184000', 'rule': '{""event"":{""eq"":""AddToCart""}}'}], 'exclusions': [{'retention_seconds': '5184000', 'rule': '{""event"":{""eq"":""Purchase""}}'}, {'retention_seconds': '1209600', 'rule': '{""event"":{""eq"":""AddToCart""}}'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none'}",OFFSITE_CONVERSIONS,IMPRESSIONS,,0,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-23T06:54:33-0400,"['US', 'GB']",25,65,[],[],[],,
23849036570990177,Auto - WV 14D,23849036570460177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'product_audience_specs': [{'product_set_id': '1408539919529180', 'inclusions': [{'retention_seconds': '1209600', 'rule': '{""event"":{""eq"":""ViewContent""}}'}, {'retention_seconds': '1209600', 'rule': '{""event"":{""eq"":""AddToCart""}}'}], 'exclusions': [{'retention_seconds': '1209600', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none'}",OFFSITE_CONVERSIONS,IMPRESSIONS,,0,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-23T06:54:34-0400,"['US', 'GB']",25,65,[],[],[],,
23849000812570177,Auto - LLA 1% VV 10Sec 365D,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 20, 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'expansion_all', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:14-0400,['US'],20,65,[],[],[],200,0
23849000794630177,Auto - LLA 1% FB ENG 365D,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 20, 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'expansion_all', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:10-0400,['US'],20,65,[],[],[],200,0
23849000744510177,Auto - LLA 1% IG ENG 365D,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 20, 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'expansion_all', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:09-0400,['US'],20,65,[],[],[],200,0
23849000736200177,Auto - #Designer - Women 30+,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6003375718196', 'name': 'Designer'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:05-0400,['US'],30,65,[2],[],[],200,0
23849000713680177,Auto - #Creativity - Women 30+,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6003198642601', 'name': 'Creativity'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:05-0400,['US'],30,65,[2],[],[],200,0
23849000694490177,Auto - #Sketch (drawing) - Women 30+,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6003328256648', 'name': 'Sketch (drawing)'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:01-0400,['US'],30,65,[2],[],[],200,0
23849000666240177,Auto - #Watercolor painting - Women 30+,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6002968344968', 'name': 'Watercolor painting'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:18-0400,['US'],30,65,[2],[],[],200,0
23849000661880177,Auto - #Home Décor Products - Women 30+,23849000653110177,PAUSED,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6003136058808', 'name': 'Home Décor Products'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,200,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:13-0400,['US'],30,65,[2],[],[],200,0
23849000653380177,Auto - #Interior design - Women 30+,23849000653110177,ACTIVE,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6002920953955', 'name': 'Interior design'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,1000,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-19T12:00:01-0400,['US'],30,65,[2],[],[],1000,0
23848956459780177,Auto - TOF - UK US - BROAD,23848956459710177,ACTIVE,"{'age_max': 65, 'age_min': 25, 'excluded_product_audience_specs': [{'product_set_id': '333630574910555', 'inclusions': [{'retention_seconds': '7776000', 'rule': '{""event"":{""eq"":""Purchase""}}'}]}], 'geo_locations': {'countries': ['US', 'GB'], 'location_types': ['home']}, 'targeting_optimization': 'none', 'publisher_platforms': ['facebook', 'instagram', 'audience_network'], 'facebook_positions': ['feed', 'right_hand_column', 'marketplace', 'story'], 'instagram_positions': ['stream', 'story', 'explore']}",OFFSITE_CONVERSIONS,IMPRESSIONS,,1500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-14T08:57:36-0400,"['US', 'GB']",25,65,[],[],[],1500,0
23848944864590177,Auto - Decorative arts - Women 30+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6003136862950', 'name': 'Decorative arts'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-13T08:05:10-0400,['US'],30,65,[2],[],[],2500,0
23848935437170177,Auto - LLA 1% -  Top 25% 24+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 24, 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-12T05:41:32-0400,['US'],24,65,[],[],[],2500,0
23848935433870177,Auto - #Glass - Women 30+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6003289482743', 'name': 'Glass'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-12T05:41:32-0400,['US'],30,65,[2],[],[],2500,0
23848935429980177,Auto - #Best preform Stack - Women 30+,23848874497880177,ACTIVE,"{'age_max': 65, 'age_min': 30, 'flexible_spec': [{'interests': [{'id': '6003019539929', 'name': 'Gift'}, {'id': '6003031649055', 'name': 'Glass art'}, {'id': '6003142974961', 'name': 'Painting'}, {'id': '6003273071999', 'name': 'Unique Gifts'}, {'id': '6003523650770', 'name': 'Color printing'}], 'family_statuses': [{'id': '6023005681983', 'name': 'Parents with teenagers (13-17 years)'}], 'life_events': [{'id': '6203620854183', 'name': 'Friends of people with birthdays in a month'}]}], 'genders': [2], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-12T05:38:33-0400,['US'],30,65,[2],[],[],2500,0
23848911369590177,Auto - #Oil painting / Gift  25+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 25, 'flexible_spec': [{'interests': [{'id': '6003648317438', 'name': 'Oil painting'}]}, {'interests': [{'id': '6003019539929', 'name': 'Gift'}]}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-09T05:07:46-0400,['US'],25,65,[],[],[],2500,0
23848911354990177,Auto - #Watercolor painting 40+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'flexible_spec': [{'interests': [{'id': '6002968344968', 'name': 'Watercolor painting'}]}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-09T05:06:08-0400,['US'],40,65,[],[],['BP - PUR 180D'],2500,0
23848874545830177,Auto - BOF - PP,23848874537460177,ACTIVE,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874448390177', 'name': 'BP - PUR 30D'}], 'custom_audiences': [{'id': '23847007661700177', 'name': 'Adscale Big Ticket Customers'}, {'id': '23847007661740177', 'name': 'Adscale 1-time Customers'}, {'id': '23847007662180177', 'name': 'Adscale Lost Customers'}, {'id': '23848556916920177', 'name': 'Trees'}, {'id': '23848556916970177', 'name': ""haven't bought for 100 days""}, {'id': '23848616242060177', 'name': 'mini purchasers'}, {'id': '23848616242170177', 'name': 'petite buyers'}, {'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'expansion_all', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:29-0400,['US'],40,65,[],"['Adscale Big Ticket Customers', 'Adscale 1-time Customers', 'Adscale Lost Customers', 'Trees', ""haven't bought for 100 days"", 'mini purchasers', 'petite buyers', 'BP - PUR 180D']",['BP - PUR 30D'],500,0
23848874542620177,Auto - BOF - ATM,23848874537460177,ACTIVE,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'custom_audiences': [{'id': '23848874419150177', 'name': 'BP - WV 30D'}, {'id': '23848874426160177', 'name': 'BP - TOP 25% 180D'}, {'id': '23848874428740177', 'name': 'BP - VC >3 180D'}, {'id': '23848874431900177', 'name': 'BP - ATC 180D'}, {'id': '23848874442360177', 'name': 'BP - IC 180D'}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'expansion_all', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2000,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:22-0400,['US'],40,65,[],"['BP - WV 30D', 'BP - TOP 25% 180D', 'BP - VC >3 180D', 'BP - ATC 180D', 'BP - IC 180D']",['BP - PUR 180D'],2000,0
23848874537690177,Auto - MOF - Stack,23848874537460177,ACTIVE,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874419150177', 'name': 'BP - WV 30D'}, {'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'custom_audiences': [{'id': '23848874455790177', 'name': 'BP - VV 10Sec 365D'}, {'id': '23848874456540177', 'name': 'BP - FB ENG 365D'}, {'id': '23848874457590177', 'name': 'BP - IG  ENG 365D'}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:22-0400,['US'],40,65,[],"['BP - VV 10Sec 365D', 'BP - FB ENG 365D', 'BP - IG  ENG 365D']","['BP - WV 30D', 'BP - PUR 180D']",2500,0
23848874531320177,Auto - #Abstract art 40+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'flexible_spec': [{'interests': [{'id': '6003253515082', 'name': 'Abstract art'}]}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:34-0400,['US'],40,65,[],[],['BP - PUR 180D'],2500,0
23848874528970177,Auto - #Modern art 40+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'flexible_spec': [{'interests': [{'id': '6002891255222', 'name': 'Modern art'}]}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:22-0400,['US'],40,65,[],[],['BP - PUR 180D'],2500,0
23848874527380177,Auto - #Oil painting 40+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'flexible_spec': [{'interests': [{'id': '6003648317438', 'name': 'Oil painting'}]}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:30-0400,['US'],40,65,[],[],['BP - PUR 180D'],2500,0
23848874523060177,Auto - #Drawing 40+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'flexible_spec': [{'interests': [{'id': '6003780025252', 'name': 'Drawing'}]}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'none', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:37-0400,['US'],40,65,[],[],['BP - PUR 180D'],2500,0
23848874519290177,Auto - #Painting 40+,23848874497880177,PAUSED,"{'age_max': 65, 'age_min': 40, 'excluded_custom_audiences': [{'id': '23848874445850177', 'name': 'BP - PUR 180D'}], 'flexible_spec': [{'interests': [{'id': '6003142974961', 'name': 'Painting'}]}], 'geo_locations': {'countries': ['US'], 'location_types': ['home']}, 'locales': [24, 6], 'targeting_optimization': 'expansion_all', 'targeting_relaxation_types': {'lookalike': 0, 'custom_audience': 0}}",OFFSITE_CONVERSIONS,IMPRESSIONS,,2500,"[{'event_type': 'CLICK_THROUGH', 'window_days': 7}, {'event_type': 'VIEW_THROUGH', 'window_days': 1}]",2021-09-05T08:05:29-0400,['US'],40,65,[],[],['BP - PUR 180D'],2500,0
